X	Y	LS	lowCI	upCI	Xs	Ys	Len	Delay	P	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	Q	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
ARISA_676.9	ARISA_828.8	0.420216	0.420216	0.420216	1	1	119	0	0.000056	0.291874	0.001278	0.291874	0.001278	0	0.373668	0.000028	0.373668	0.000028	0	0.000689	0.000983	0.000122	0.000111	0.000004	14	20
ARISA_676.9	ARISA_831.8	0.403020	0.403020	0.403020	2	2	93	0	0.000130	0.286043	0.001613	0.286043	0.001613	0	0.330648	0.000240	0.330648	0.000240	0	0.001299	0.001152	0.000140	0.000697	0.000025	14	21
ARISA_679.4	ARISA_682.4	-0.241313	-0.241313	-0.241313	4	5	81	-1	0.098999	-0.102057	0.269398	-0.237767	0.009525	1	-0.070759	0.444450	-0.186424	0.043250	1	0.256664	0.058369	0.000544	0.239524	0.001245	15	16
ARISA_679.4	ARISA_686.9	0.147648	0.147648	0.147648	4	4	116	0	0.804234	0.194953	0.033614	0.194953	0.033614	0	0.185581	0.043314	0.185581	0.043314	0	1.000000	0.012605	0.001331	0.042838	0.001245	15	17
ARISA_679.4	ARISA_689.8	-0.149301	-0.149301	-0.149301	53	53	62	0	0.787763	-0.094352	0.307407	-0.094352	0.307407	0	-0.254331	0.005252	-0.254331	0.005252	0	1.000000	0.064043	0.006647	0.009453	0.000292	15	18
ARISA_679.4	ARISA_729.4	0.173521	0.173521	0.173521	36	36	70	0	0.550153	0.027456	0.766923	-0.066496	0.474344	1	0.016476	0.858841	-0.094384	0.309330	1	0.916922	0.115021	0.009535	0.394366	0.005665	15	19
ARISA_679.4	ARISA_828.8	0.353220	0.353220	0.353220	1	2	108	-1	0.001417	0.131091	0.155294	0.233188	0.011046	-1	0.155560	0.091153	0.263495	0.003940	-1	0.008264	0.040512	0.000605	0.080063	0.000248	15	20
ARISA_679.4	ARISA_831.8	0.307630	0.307630	0.307630	11	12	98	-1	0.009324	0.066253	0.474054	0.201024	0.029053	-1	0.078920	0.393570	0.139458	0.132029	-1	0.039960	0.084653	0.001186	0.223606	0.002954	15	21
ARISA_682.4	ARISA_686.9	-0.146515	-0.146515	-0.146515	6	7	110	-1	0.812280	0.062530	0.499308	-0.236239	0.010011	-1	0.099593	0.281191	-0.211710	0.021367	-1	1.000000	0.088113	0.000556	0.167597	0.000735	16	17
ARISA_682.4	ARISA_689.8	0.153732	0.153732	0.153732	25	25	95	0	0.744677	0.085057	0.357708	0.085057	0.357708	0	0.110501	0.231554	0.162777	0.078212	1	1.000000	0.070139	0.007452	0.147800	0.002021	16	18
ARISA_682.4	ARISA_729.4	0.351945	0.351945	0.351945	2	2	111	0	0.001476	0.402948	0.000006	0.402948	0.000006	0	0.394145	0.000009	0.394145	0.000009	0	0.008376	0.000011	0.000001	0.000041	0.000001	16	19
ARISA_682.4	ARISA_828.8	-0.303841	-0.303841	-0.303841	6	7	64	-1	0.011154	-0.068983	0.455995	-0.139943	0.130677	-1	-0.091655	0.321504	-0.091655	0.321504	0	0.046846	0.083599	0.003755	0.189120	0.005824	16	20
ARISA_682.4	ARISA_831.8	0.165449	0.165449	0.165449	66	67	46	-1	0.634317	0.106251	0.250107	0.106251	0.250107	0	0.093218	0.313286	0.093218	0.313286	0	1.000000	0.055995	0.005934	0.185498	0.005706	16	21
ARISA_686.9	ARISA_689.8	-0.117873	-0.117873	-0.117873	14	13	101	1	0.975728	0.004438	0.961798	-0.111755	0.228269	1	-0.072257	0.434845	-0.101881	0.272295	1	1.000000	0.137400	0.005568	0.237188	0.005071	17	18
ARISA_686.9	ARISA_729.4	-0.277913	-0.277913	-0.277913	1	1	118	0	0.029060	-0.411102	0.000003	-0.411102	0.000003	0	-0.461791	0.000000	-0.461791	0.000000	0	0.100044	0.000007	0.000001	0.000001	0.000000	17	19
ARISA_686.9	ARISA_828.8	0.149693	0.149693	0.149693	61	62	38	-1	0.787763	-0.054137	0.558710	0.099209	0.285136	1	-0.063655	0.491601	0.129912	0.160876	1	1.000000	0.094165	0.006232	0.261800	0.003394	17	20
ARISA_686.9	ARISA_831.8	-0.160078	-0.160078	-0.160078	3	2	100	1	0.681042	-0.151410	0.100228	-0.151410	0.100228	0	-0.204170	0.025931	-0.204170	0.025931	0	1.000000	0.028912	0.003084	0.028461	0.000823	17	21
ARISA_689.8	ARISA_729.4	0.182908	0.182908	0.182908	19	19	20	0	0.451641	0.035476	0.701693	0.046071	0.620320	-1	-0.012999	0.888411	0.053746	0.563244	-1	0.810638	0.111420	0.011987	0.397796	0.009249	18	19
ARISA_689.8	ARISA_828.8	-0.328861	-0.328861	-0.328861	1	1	96	0	0.003963	-0.184598	0.044455	-0.184598	0.044455	0	-0.250709	0.005958	-0.250709	0.005958	0	0.019354	0.015329	0.001662	0.010127	0.000320	18	20
ARISA_689.8	ARISA_831.8	-0.233905	-0.233905	-0.233905	11	12	97	-1	0.123770	-0.136420	0.139037	-0.138588	0.134482	-1	-0.210800	0.021380	-0.210800	0.021380	0	0.292042	0.037578	0.003788	0.024845	0.000735	18	21
ARISA_729.4	ARISA_828.8	-0.197043	-0.197043	-0.197043	14	15	64	-1	0.332565	-0.046436	0.616031	-0.061042	0.511414	1	0.000349	0.996997	-0.048654	0.600837	1	0.634898	0.100440	0.010127	0.427284	0.009818	19	20
ARISA_729.4	ARISA_831.8	0.317134	0.317134	0.317134	38	39	74	-1	0.006468	0.185661	0.043222	0.232553	0.011273	-1	0.217957	0.017255	0.257361	0.004901	-1	0.030185	0.015078	0.000609	0.021273	0.000292	19	21
ARISA_828.8	ARISA_831.8	0.663881	0.663881	0.663881	2	2	73	0	0.000000	0.331857	0.000227	0.331857	0.000227	0	0.428194	0.000001	0.428194	0.000001	0	0.000000	0.000224	0.000029	0.000008	0.000000	20	21
