VarA,VarB,rho.spear,p.spear,fdr.spear,rho.clr,p.clr,fdr.clr,sparcc,p.sparcc,fdr.sparcc
Acidobacteria,SBR1093,-0.19315628898322396,0.0022484698068585356,0.002724107650617072,-0.19315628898322396,0.0022484698068585356,0.002724107650617072,-0.5613945321143337,0,0
Acidobacteria,Cyanobacteria,-0.32681193921800306,1.3946919241415064e-7,2.1784857327499562e-7,-0.32681193921800306,1.3946919241415064e-7,2.1784857327499562e-7,-0.49590025026365736,0,0
Acidobacteria,Firmicutes,0.10616232998375061,0.09529249728511176,0.10471094178422163,0.10616232998375061,0.09529249728511176,0.10471094178422163,-0.38565802275475736,0,0
Acidobacteria,Euryarchaeota,0.31670257008908276,3.50645225773696e-7,5.323048005721169e-7,0.31670257008908276,3.50645225773696e-7,5.323048005721169e-7,-0.2951626608552561,0,0
Acidobacteria,Actinobacteria,0.16853367831463298,0.007820698070400102,0.009209420157667408,0.16853367831463298,0.007820698070400102,0.009209420157667408,-0.5204516999739848,0,0
Acidobacteria,Bacteroidetes,-0.021701051194573173,0.7338098236806372,0.7465838732109752,-0.021701051194573173,0.7338098236806372,0.7465838732109752,-0.34659420395215806,0,0
Acidobacteria,Proteobacteria,0.2101863365372234,8.666577891222135e-4,0.0010740873583219564,0.2101863365372234,8.666577891222135e-4,0.0010740873583219564,-0.2729512748319647,0,0
Acidobacteria,Verrucomicrobia,0.3457877604581941,2.2525549057006513e-8,3.685998936601066e-8,0.3457877604581941,2.2525549057006513e-8,3.685998936601066e-8,-0.37455849485986614,0,0
Acidobacteria,Unassigned.1,0.5452392971034555,1.3157545206598468e-20,4.324827902690627e-20,0.5452392971034555,1.3157545206598468e-20,4.324827902690627e-20,-0.1634883257360728,0,0
Acidobacteria,Chlamydiae,0.2976289691439631,1.8243273658224712e-6,2.693733376097243e-6,0.2976289691439631,1.8243273658224712e-6,2.693733376097243e-6,-0.17099369823179678,0,0
Acidobacteria,ZB3,0.1764119759959497,0.005336508149546079,0.006323511224227015,0.1764119759959497,0.005336508149546079,0.006323511224227015,-0.3638778346629914,0,0
Acidobacteria,TM7,0.4782738220501451,1.399365577286788e-15,3.550068377277892e-15,0.4782738220501451,1.399365577286788e-15,3.550068377277892e-15,0.14522931468374692,0.028000000000000025,0.04562068965517246
Acidobacteria,WPS-2,0.22843249133774096,2.8644416029657366e-4,3.657969344327866e-4,0.22843249133774096,2.8644416029657366e-4,3.657969344327866e-4,-0.13123347776188543,0,0
Acidobacteria,Lentisphaerae,0.4679851825085145,6.685698057716627e-15,1.6410349778031722e-14,0.4679851825085145,6.685698057716627e-15,1.6410349778031722e-14,0.13127057676726006,0,0
Acidobacteria,Parvarchaeota,0.5242190169813219,6.575230605923918e-19,2.004384813741323e-18,0.5242190169813219,6.575230605923918e-19,2.004384813741323e-18,0.20346213318623924,0,0
Acidobacteria,GN02,0.5070791242636107,1.313306319497982e-17,3.6772576945943496e-17,0.5070791242636107,1.313306319497982e-17,3.6772576945943496e-17,0.1092610129739496,0.016000000000000014,0.027490909090909118
Acidobacteria,Crenarchaeota,0.7512058269903704,2.8038217695010625e-46,2.4087377928895492e-45,0.7512058269903704,2.8038217695010625e-46,2.4087377928895492e-45,0.5994065292675888,0,0
Acidobacteria,Acidobacteria,1,-0,-0,1,-0,-0,1,1,1
AncK6,SBR1093,-0.3533494512805586,1.0522118892528716e-8,1.7521413838660153e-8,-0.3533494512805586,1.0522118892528716e-8,1.7521413838660153e-8,-0.3644778760473537,0,0
AncK6,Cyanobacteria,-0.5651790040699307,2.4760319329490316e-22,8.747103464062935e-22,-0.5651790040699307,2.4760319329490316e-22,8.747103464062935e-22,-0.2586469120535938,0,0
AncK6,Firmicutes,-0.07990761562842807,0.20982921326058734,0.2253279619673353,-0.07990761562842807,0.20982921326058734,0.2253279619673353,-0.26887505014216373,0,0
AncK6,Euryarchaeota,0.14061867974214778,0.02680874993999088,0.030249873066616577,0.14061867974214778,0.02680874993999088,0.030249873066616577,-0.3716666863792009,0,0
Actinobacteria,AncK6,0.017850810176292326,0.7796946929103877,0.7901463643971222,0.017850810176292326,0.7796946929103877,0.7901463643971222,-0.4557856143893757,0,0
AncK6,Bacteroidetes,-0.270012095202266,1.6250727617901547e-5,2.2920802386443225e-5,-0.270012095202266,1.6250727617901547e-5,2.2920802386443225e-5,-0.22970832090186633,0,0
AncK6,Proteobacteria,-0.03785372974687563,0.5529655454758037,0.5710955633602562,-0.03785372974687563,0.5529655454758037,0.5710955633602562,-0.2370321511063196,0,0
AncK6,Verrucomicrobia,0.22038691045685257,4.7192106519905404e-4,5.926450586220679e-4,0.22038691045685257,4.7192106519905404e-4,5.926450586220679e-4,-0.32940813188072904,0,0
AncK6,Unassigned.1,0.2848010798401198,5.185964679346748e-6,7.481723100874315e-6,0.2848010798401198,5.185964679346748e-6,7.481723100874315e-6,-0.21017637471597858,0,0
AncK6,Chlamydiae,0.23425196007373678,1.974236941596543e-4,2.546967794960728e-4,0.23425196007373678,1.974236941596543e-4,2.546967794960728e-4,-0.06587528375075069,0.238,0.31346341463414634
AncK6,ZB3,0.09224527866378845,0.147496535694709,0.1611378337936416,0.09224527866378845,0.147496535694709,0.1611378337936416,-0.3034246591635291,0,0
AncK6,TM7,0.3870242014829565,2.7588517435758577e-10,5.240431955134042e-10,0.3870242014829565,2.7588517435758577e-10,5.240431955134042e-10,0.057808653222642184,0.09800000000000009,0.1408517110266161
AncK6,WPS-2,0.1333845625496201,0.035788726470439514,0.04002407871546194,0.1333845625496201,0.035788726470439514,0.04002407871546194,-0.023685198571571787,0.53,0.6260625
AncK6,Lentisphaerae,0.3363717985717847,5.6524450187137386e-8,9.130872722537578e-8,0.3363717985717847,5.6524450187137386e-8,9.130872722537578e-8,0.14279217685745002,0,0
AncK6,Parvarchaeota,0.6246130325097029,3.09675172566397e-28,1.4451508053098528e-27,0.6246130325097029,3.09675172566397e-28,1.4451508053098528e-27,0.2971839189691606,0,0
AncK6,GN02,0.49191973217227275,1.618754476606627e-16,4.3706370868378935e-16,0.49191973217227275,1.618754476606627e-16,4.3706370868378935e-16,0.16144607410719103,0,0
AncK6,Crenarchaeota,0.700633842308442,6.263330055612981e-38,4.384331038929087e-37,0.700633842308442,6.263330055612981e-38,4.384331038929087e-37,0.31662997709280594,0,0
Acidobacteria,AncK6,0.7580559934427498,1.4487530525836874e-47,1.3038777473253186e-46,0.7580559934427498,1.4487530525836874e-47,1.3038777473253186e-46,0.5102823831175496,0,0
AncK6,AncK6,1,-0,-0,1,-0,-0,1,1,1
OD1,SBR1093,-0.05593169958587211,0.38045939532578277,0.4017141101484522,-0.05593169958587211,0.38045939532578277,0.4017141101484522,-0.17472792594347797,0,0
Cyanobacteria,OD1,-0.32427556736306623,1.7632415330882105e-7,2.731579096341572e-7,-0.32427556736306623,1.7632415330882105e-7,2.731579096341572e-7,-0.192031087902994,0,0
Firmicutes,OD1,0.025367542244293443,0.6909735687592898,0.7059135378135447,0.025367542244293443,0.6909735687592898,0.7059135378135447,-0.32880450286814833,0,0
Euryarchaeota,OD1,0.2389420591583974,1.452645558879628e-4,1.9132404921829246e-4,0.2389420591583974,1.452645558879628e-4,1.9132404921829246e-4,-0.37918974100326774,0,0
Actinobacteria,OD1,0.23633528855921143,1.72402355050981e-4,2.239453271796248e-4,0.23633528855921143,1.72402355050981e-4,2.239453271796248e-4,-0.3706398196806452,0,0
Bacteroidetes,OD1,-0.133723724475502,0.03531689570241724,0.039613610016361184,-0.133723724475502,0.03531689570241724,0.039613610016361184,-0.27081353762344756,0,0
OD1,Proteobacteria,0.10416128583570554,0.10173477996948141,0.11146593283612745,0.10416128583570554,0.10173477996948141,0.11146593283612745,-0.24552430273244863,0,0
OD1,Verrucomicrobia,0.27041143522221167,1.5770742874669128e-5,2.2327119125936066e-5,0.27041143522221167,1.5770742874669128e-5,2.2327119125936066e-5,-0.4147857213800951,0,0
OD1,Unassigned.1,0.4028249346951197,4.3075598388459144e-11,8.393080510741008e-11,0.4028249346951197,4.3075598388459144e-11,8.393080510741008e-11,-0.21239087765444933,0,0
Chlamydiae,OD1,0.3701117835991501,1.8100187279832605e-9,3.2425927923112443e-9,0.3701117835991501,1.8100187279832605e-9,3.2425927923112443e-9,-0.008691677944356688,0.952,1
OD1,ZB3,0.26777027135650716,1.9212664380454662e-5,2.6897730132636524e-5,0.26777027135650716,1.9212664380454662e-5,2.6897730132636524e-5,-0.20002298179199304,0,0
OD1,TM7,0.5173080692122652,2.2444081072655816e-18,6.576637709661936e-18,0.5173080692122652,2.2444081072655816e-18,6.576637709661936e-18,0.10485816923006455,0.02200000000000002,0.03663436123348021
OD1,WPS-2,0.23956005752942708,1.3944542625268804e-4,1.8430199693537092e-4,0.23956005752942708,1.3944542625268804e-4,1.8430199693537092e-4,-0.06705985386312165,0.18,0.24741818181818181
Lentisphaerae,OD1,0.247733151680825,8.038890523059804e-5,1.0699650062382416e-4,0.247733151680825,8.038890523059804e-5,1.0699650062382416e-4,-0.030452565311028662,0.476,0.5730191082802547
OD1,Parvarchaeota,0.5914614404677413,8.580186363148319e-25,3.52533744051094e-24,0.5914614404677413,8.580186363148319e-25,3.52533744051094e-24,0.32551210460713126,0,0
GN02,OD1,0.6251446166380373,2.705959623055017e-28,1.2785659218934956e-27,0.6251446166380373,2.705959623055017e-28,1.2785659218934956e-27,0.26895251828051614,0,0
Crenarchaeota,OD1,0.5757709884505159,2.6841997737322344e-23,1.0045816974958264e-22,0.5757709884505159,2.6841997737322344e-23,1.0045816974958264e-22,0.2168640719335788,0,0
Acidobacteria,OD1,0.65114069333356706,2.6511795040445566e-31,1.4957400784012573e-30,0.65114069333356706,2.6511795040445566e-31,1.4957400784012573e-30,0.38165730667492026,0,0
AncK6,OD1,0.6301040037204038,7.590611537795109e-29,3.8256682150487347e-28,0.6301040037204038,7.590611537795109e-29,3.8256682150487347e-28,0.30217566512301564,0,0
OD1,OD1,1,-0,-0,1,-0,-0,1,1,1
Planctomycetes,SBR1093,0.030956893802996134,0.6275607025722872,0.6463704239027919,0.030956893802996134,0.6275607025722872,0.6463704239027919,-0.19552518075330858,0,0
Cyanobacteria,Planctomycetes,-0.23741544926232847,1.6062792205473673e-4,2.1009465237609165e-4,-0.23741544926232847,1.6062792205473673e-4,2.1009465237609165e-4,-0.2382862644901389,0,0
Firmicutes,Planctomycetes,0.20235402920329737,0.0013563448034924976,0.0016592179149519872,0.20235402920329737,0.0013563448034924976,0.0016592179149519872,-0.3244306524115557,0,0
Euryarchaeota,Planctomycetes,0.4129025507789466,1.2508287475306398e-11,2.5557473868463884e-11,0.4129025507789466,1.2508287475306398e-11,2.5557473868463884e-11,-0.11490006023675614,0.314,0.39829530201342284
Actinobacteria,Planctomycetes,0.41953103751845106,5.420757138157058e-12,1.1320697227753415e-11,0.41953103751845106,5.420757138157058e-12,1.1320697227753415e-11,-0.02317583220128485,0.692,0.795063829787234
Bacteroidetes,Planctomycetes,0.0557257492635439,0.3822186472177831,0.402447489271092,0.0557257492635439,0.3822186472177831,0.402447489271092,-0.30425714527607517,0,0
Planctomycetes,Proteobacteria,0.31197496672755176,5.334813597947543e-7,8.034101753084347e-7,0.31197496672755176,5.334813597947543e-7,8.034101753084347e-7,-0.13719868675511498,0.084,0.12306976744186046
Planctomycetes,Verrucomicrobia,0.5638638488933496,3.2446197630454804e-22,1.1356169170659182e-21,0.5638638488933496,3.2446197630454804e-22,1.1356169170659182e-21,0.011855289012053951,0.9259999999999999,1
Planctomycetes,Unassigned.1,0.6020742001500755,7.498506770032923e-26,3.184759055137579e-25,0.6020742001500755,7.498506770032923e-26,3.184759055137579e-25,-0.1551783123473815,0.086,0.1255135135135135
Chlamydiae,Planctomycetes,0.44902182270073954,1.0443142520764652e-13,2.436733254845086e-13,0.44902182270073954,1.0443142520764652e-13,2.436733254845086e-13,-0.22424266990966218,0,0
Planctomycetes,ZB3,0.3697807379818125,1.8759015602802372e-9,3.3447678763487246e-9,0.3697807379818125,1.8759015602802372e-9,3.3447678763487246e-9,-0.21064437914004064,0,0
Planctomycetes,TM7,0.5677404378544878,1.4574127264167792e-22,5.197188779108892e-22,0.5677404378544878,1.4574127264167792e-22,5.197188779108892e-22,-0.11066310709282454,0.012,0.020903225806451615
Planctomycetes,WPS-2,0.3356308204402269,6.069020873892428e-8,9.729149207041031e-8,0.3356308204402269,6.069020873892428e-8,9.729149207041031e-8,-0.35165699091671554,0,0
Lentisphaerae,Planctomycetes,0.3988774076045086,6.9140656387668e-11,1.3266582799258124e-10,0.3988774076045086,6.9140656387668e-11,1.3266582799258124e-10,-0.2587483818903811,0,0
Parvarchaeota,Planctomycetes,0.5343424377507295,1.0341311553374528e-19,3.284887199307203e-19,0.5343424377507295,1.0341311553374528e-19,3.284887199307203e-19,0.09245806268518182,0.22999999999999998,0.3050526315789473
GN02,Planctomycetes,0.6033788588236039,5.522189977045596e-26,2.372031603776404e-25,0.6033788588236039,5.522189977045596e-26,2.372031603776404e-25,0.002443294120433673,0.9,0.9854219653179189
Crenarchaeota,Planctomycetes,0.6733224864799613,4.099063961822976e-34,2.4991067380146532e-33,0.6733224864799613,4.099063961822976e-34,2.4991067380146532e-33,0.4290531733516421,0,0
Acidobacteria,Planctomycetes,0.7354481054175764,1.796691470465566e-43,1.4148945329916334e-42,0.7354481054175764,1.796691470465566e-43,1.4148945329916334e-42,0.3709305979885539,0,0
AncK6,Planctomycetes,0.6721668220858087,5.8230790571110595e-34,3.4938474342666355e-33,0.6721668220858087,5.8230790571110595e-34,3.4938474342666355e-33,0.10322233033308853,0.018000000000000016,0.030648648648648674
OD1,Planctomycetes,0.6986200552177017,1.2384415445788424e-37,8.5114709791055e-37,0.6986200552177017,1.2384415445788424e-37,8.5114709791055e-37,0.202395456153311,0.0020000000000000018,0.0038181818181818217
Planctomycetes,Planctomycetes,1,-0,-0,1,-0,-0,1,1,1
SAR406,SBR1093,0.23483372065560992,1.9011513241853445e-4,2.4610794539111654e-4,0.23483372065560992,1.9011513241853445e-4,2.4610794539111654e-4,0.20963062347077555,0.0020000000000000018,0.0038181818181818217
Cyanobacteria,SAR406,-0.004617817482329102,0.9423198291772581,0.9473321686941584,-0.004617817482329102,0.9423198291772581,0.9473321686941584,0.18263958458174206,0.03200000000000003,0.050823529411764747
Firmicutes,SAR406,0.42223887374086533,3.831859158867526e-12,8.046904233621805e-12,0.42223887374086533,3.831859158867526e-12,8.046904233621805e-12,-0.011382436723824427,0.874,0.9710498533724339
Euryarchaeota,SAR406,0.6742217555322633,3.1157611604990285e-34,1.9307503584731685e-33,0.6742217555322633,3.1157611604990285e-34,1.9307503584731685e-33,0.3864939929765444,0,0
Actinobacteria,SAR406,0.7057795087982476,1.0688079513016956e-38,7.769411646000787e-38,0.7057795087982476,1.0688079513016956e-38,7.769411646000787e-38,0.6194149341615662,0,0
Bacteroidetes,SAR406,0.2608243614667336,3.1974361914056635e-5,4.395021383095785e-5,0.2608243614667336,3.1974361914056635e-5,4.395021383095785e-5,-0.023774388675670038,0.842,0.9416449704142011
Proteobacteria,SAR406,0.5299976594312641,2.3048898529912013e-19,7.260403036922284e-19,0.5299976594312641,2.3048898529912013e-19,7.260403036922284e-19,0.17721429432909813,0.28600000000000003,0.37278620689655173
SAR406,Verrucomicrobia,0.6538711407674216,1.2307812801667818e-31,7.049020059137023e-31,0.6538711407674216,1.2307812801667818e-31,7.049020059137023e-31,0.33093601837403186,0,0
SAR406,Unassigned.1,0.7458283751943512,2.6842666389798654e-45,2.254783976743087e-44,0.7458283751943512,2.6842666389798654e-45,2.254783976743087e-44,0.0638025380882305,0.786,0.88425
Chlamydiae,SAR406,0.519328924472823,1.5719671430873447e-18,4.715901429262034e-18,0.519328924472823,1.5719671430873447e-18,4.715901429262034e-18,-0.2551860537325995,0,0
SAR406,ZB3,0.5582095779798354,1.0233714058841202e-21,3.484994517335112e-21,0.5582095779798354,1.0233714058841202e-21,3.484994517335112e-21,0.04928875764104551,0.3380000000000001,0.42446511627906985
SAR406,TM7,0.5133434435399473,4.4827885649294586e-18,1.2837076345025268e-17,0.5133434435399473,4.4827885649294586e-18,1.2837076345025268e-17,-0.2783803813839077,0,0
SAR406,WPS-2,0.34979000461551857,1.5093768342640105e-8,2.4914604513178863e-8,0.34979000461551857,1.5093768342640105e-8,2.4914604513178863e-8,-0.4307691559135347,0,0
Lentisphaerae,SAR406,0.3605692487160809,4.991867066556532e-9,8.655622711735639e-9,0.3605692487160809,4.991867066556532e-9,8.655622711735639e-9,-0.5450793323780954,0,0
Parvarchaeota,SAR406,0.4342518590962257,7.918192906123266e-13,1.740160999136392e-12,0.4342518590962257,7.918192906123266e-13,1.740160999136392e-12,-0.1618267733094687,0.01,0.017663551401869176
GN02,SAR406,0.6451792842958408,1.3780310338956401e-30,7.441367583036457e-30,0.6451792842958408,1.3780310338956401e-30,7.441367583036457e-30,-0.1550217059219132,0.018,0.030648648648648674
Crenarchaeota,SAR406,0.5709800976270668,7.405952162181715e-23,2.6661427783854175e-22,0.5709800976270668,7.405952162181715e-23,2.6661427783854175e-22,0.17658971918569072,0.0040000000000000036,0.007375609756097568
Acidobacteria,SAR406,0.6194513376492786,1.1323006515334605e-27,5.15674272626082e-27,0.6194513376492786,1.1323006515334605e-27,5.15674272626082e-27,-0.09093834316874333,0.078,0.11562352941176482
AncK6,SAR406,0.5381593173551222,5.0655511674181726e-20,1.6365626848581788e-19,0.5381593173551222,5.0655511674181726e-20,1.6365626848581788e-19,-0.23535521964549833,0,0
OD1,SAR406,0.6321879778805767,4.418882438152374e-29,2.2572129211102666e-28,0.6321879778805767,4.418882438152374e-29,2.2572129211102666e-28,-0.1352252695187513,0.016,0.027490909090909118
Planctomycetes,SAR406,0.8008409412677976,1.0631333250262435e-56,1.2177708995755153e-55,0.8008409412677976,1.0631333250262435e-56,1.2177708995755153e-55,0.41389005233295095,0,0
SAR406,SAR406,0.9999999999999998,0,0,0.9999999999999998,0,0,1,1,1
PAUC34f,SBR1093,0.18608477060361728,0.003267374787265103,0.003920849744718124,0.18608477060361728,0.003267374787265103,0.003920849744718124,-0.03194426227223274,0.434,0.5309126213592232
Cyanobacteria,PAUC34f,-0.11443400376666805,0.07203164217331487,0.0800822374750383,-0.11443400376666805,0.07203164217331487,0.0800822374750383,-0.11939076648048064,0.004,0.007375609756097568
Firmicutes,PAUC34f,0.30882978950078227,7.024715600383077e-7,1.0537073400574616e-6,0.30882978950078227,7.024715600383077e-7,1.0537073400574616e-6,-0.2357112132217798,0,0
Euryarchaeota,PAUC34f,0.5580486309429566,1.0570477839772865e-21,3.5675362709233416e-21,0.5580486309429566,1.0570477839772865e-21,3.5675362709233416e-21,0.10845652528663552,0.32000000000000006,0.40454849498327766
Actinobacteria,PAUC34f,0.46737312760431937,7.325519847328116e-15,1.786481614380663e-14,0.46737312760431937,7.325519847328116e-15,1.786481614380663e-14,-0.06838313719733821,0.234,0.3092727272727273
Bacteroidetes,PAUC34f,0.02947351759858378,0.6441495329037378,0.6598604971209021,0.02947351759858378,0.6441495329037378,0.6598604971209021,-0.33788328960858105,0,0
PAUC34f,Proteobacteria,0.3199619201776463,2.6144240218462366e-7,4.001021377562257e-7,0.3199619201776463,2.6144240218462366e-7,4.001021377562257e-7,-0.27258022041566354,0,0
PAUC34f,Verrucomicrobia,0.5293097428099051,2.6139885691316644e-19,8.166013877122058e-19,0.5293097428099051,2.6139885691316644e-19,8.166013877122058e-19,-0.17969391323286718,0.024,0.03961572052401747
PAUC34f,Unassigned.1,0.6077939838831649,1.94055880350863e-26,8.431393422140945e-26,0.6077939838831649,1.94055880350863e-26,8.431393422140945e-26,-0.2484217051652553,0,0
Chlamydiae,PAUC34f,0.5076773448745812,1.1863144112439728e-17,3.34646901082255e-17,0.5076773448745812,1.1863144112439728e-17,3.34646901082255e-17,-0.09449818344314016,0.008,0.014400000000000001
PAUC34f,ZB3,0.4906811942556131,1.9766746902704867e-16,5.29917044625705e-16,0.4906811942556131,1.9766746902704867e-16,5.29917044625705e-16,-0.04519966741295379,0.492,0.5885316455696202
PAUC34f,TM7,0.5722728488956437,5.640988237469619e-23,2.0502822632341498e-22,0.5722728488956437,5.640988237469619e-23,2.0502822632341498e-22,0.039376690024888306,0.29200000000000004,0.37800000000000006
PAUC34f,WPS-2,0.3656842450241682,2.9100362200672776e-9,5.116249726443865e-9,0.3656842450241682,2.9100362200672776e-9,5.116249726443865e-9,-0.2127608751942774,0,0
Lentisphaerae,PAUC34f,0.26303888640856904,2.7223271082367474e-5,3.7556191493193085e-5,0.26303888640856904,2.7223271082367474e-5,3.7556191493193085e-5,-0.33000674568847344,0,0
Parvarchaeota,PAUC34f,0.35952229823935705,5.568347446146726e-9,9.580052941864475e-9,0.35952229823935705,5.568347446146726e-9,9.580052941864475e-9,-0.09703722749193386,0.012,0.020903225806451615
GN02,PAUC34f,0.5814298280439466,7.921518434643798e-24,3.1190978836409953e-23,0.5814298280439466,7.921518434643798e-24,3.1190978836409953e-23,-0.04195191641659028,0.47,0.5676038338658146
Crenarchaeota,PAUC34f,0.6279155326294212,1.3338556836609636e-28,6.464069851587746e-28,0.6279155326294212,1.3338556836609636e-28,6.464069851587746e-28,0.3767435865714007,0,0
Acidobacteria,PAUC34f,0.6365506236878858,1.404717361207624e-29,7.374766146340025e-29,0.6365506236878858,1.404717361207624e-29,7.374766146340025e-29,0.23850890769693242,0,0
AncK6,PAUC34f,0.6211732348232543,7.367057215539474e-28,3.396033692041367e-27,0.6211732348232543,7.367057215539474e-28,3.396033692041367e-27,0.06396111027966078,0.05600000000000005,0.08501204819277117
OD1,PAUC34f,0.6297691160818002,8.27691305912973e-29,4.116675179409261e-28,0.6297691160818002,8.27691305912973e-29,4.116675179409261e-28,0.08505447920230479,0.040000000000000036,0.061463414634146396
PAUC34f,Planctomycetes,0.7604755325383236,4.9682456650226855e-48,4.580480149703841e-47,0.7604755325383236,4.9682456650226855e-48,4.580480149703841e-47,0.2873442905748376,0,0
PAUC34f,SAR406,0.7789755957592089,8.921476902073941e-52,9.635195054239857e-51,0.7789755957592089,8.921476902073941e-52,9.635195054239857e-51,0.17629151231323453,0.040000000000000036,0.061463414634146396
PAUC34f,PAUC34f,1,-0,-0,1,-0,-0,1,1,1
Chloroflexi,SBR1093,0.22234061970647936,4.187168904350208e-4,5.293477745298926e-4,0.22234061970647936,4.187168904350208e-4,5.293477745298926e-4,0.06885811311570558,0.20599999999999996,0.27711032028469745
Chloroflexi,Cyanobacteria,-0.1974374049131574,0.0017819756420870865,0.0021658739315399316,-0.1974374049131574,0.0017819756420870865,0.0021658739315399316,-0.174316890477807,0,0
Chloroflexi,Firmicutes,0.2501368597061515,6.8120919088972e-5,9.131101920436671e-5,0.2501368597061515,6.8120919088972e-5,9.131101920436671e-5,-0.2632158295457382,0,0
Chloroflexi,Euryarchaeota,0.5487135357639829,6.71102789886352e-21,2.2449279166109826e-20,0.5487135357639829,6.71102789886352e-21,2.2449279166109826e-20,0.08403194797227503,0.1100000000000001,0.15690566037735862
Actinobacteria,Chloroflexi,0.4353379841892513,6.844944951814582e-13,1.5130930946116445e-12,0.4353379841892513,6.844944951814582e-13,1.5130930946116445e-12,0.06572443320411661,0.512,0.6066959247648903
Bacteroidetes,Chloroflexi,-0.05139227824327238,0.42037531876282275,0.4413940847009639,-0.05139227824327238,0.42037531876282275,0.4413940847009639,-0.39483395074927896,0,0
Chloroflexi,Proteobacteria,0.2535887492383728,5.3548851619388815e-5,7.255005703272033e-5,0.2535887492383728,5.3548851619388815e-5,7.255005703272033e-5,-0.22406030343084454,0.02,0.033451327433628344
Chloroflexi,Verrucomicrobia,0.4557544056105178,4.013018551912541e-14,9.480756328893378e-14,0.4557544056105178,4.013018551912541e-14,9.480756328893378e-14,-0.13013188648774737,0.266,0.3479169550173011
Chloroflexi,Unassigned.1,0.5727573502344342,5.092275237786259e-23,1.868815572702142e-22,0.5727573502344342,5.092275237786259e-23,1.868815572702142e-22,-0.21795379777621887,0.034,0.05310743801652897
Chlamydiae,Chloroflexi,0.46047974915742557,2.0250851851444955e-14,4.844824050535565e-14,0.46047974915742557,2.0250851851444955e-14,4.844824050535565e-14,-0.23990339297575441,0,0
Chloroflexi,ZB3,0.4885581506871793,2.778633606034218e-16,7.344919601964577e-16,0.4885581506871793,2.778633606034218e-16,7.344919601964577e-16,1.8045522301641127e-5,0.8819999999999999,0.9748421052631578
Chloroflexi,TM7,0.5614172224581987,5.348058392542186e-22,1.8546477728265564e-21,0.5614172224581987,5.348058392542186e-22,1.8546477728265564e-21,-0.029543585532455216,0.448,0.5445144694533762
Chloroflexi,WPS-2,0.2519030493578304,6.0253447821892206e-5,8.134215455955448e-5,0.2519030493578304,6.0253447821892206e-5,8.134215455955448e-5,-0.38722160499316444,0,0
Chloroflexi,Lentisphaerae,0.2603077537513843,3.319020378404602e-5,4.5456148660758684e-5,0.2603077537513843,3.319020378404602e-5,4.5456148660758684e-5,-0.4078284954661586,0,0
Chloroflexi,Parvarchaeota,0.3534241117211864,1.0442287842610948e-8,1.7465419488968753e-8,0.3534241117211864,1.0442287842610948e-8,1.7465419488968753e-8,-0.1663180281702216,0,0
Chloroflexi,GN02,0.5360443733839246,7.531048110675482e-20,2.41248829308079e-19,0.5360443733839246,7.531048110675482e-20,2.41248829308079e-19,-0.16676912002731498,0.002,0.0038181818181818217
Chloroflexi,Crenarchaeota,0.7627720984503337,1.7778888966162175e-48,1.6801050073023255e-47,0.7627720984503337,1.7778888966162175e-48,1.6801050073023255e-47,0.5804717829163397,0,0
Acidobacteria,Chloroflexi,0.675699962939089,1.98078760293726e-34,1.2478961898504738e-33,0.675699962939089,1.98078760293726e-34,1.2478961898504738e-33,0.24456321800172756,0,0
AncK6,Chloroflexi,0.6252279171632117,2.649297128531562e-28,1.267638372892317e-27,0.6252279171632117,2.649297128531562e-28,1.267638372892317e-27,0.0017159559479880868,0.766,0.8695135135135135
Chloroflexi,OD1,0.6473811736824692,7.5288152256195545e-31,4.1851355224767526e-30,0.6473811736824692,7.5288152256195545e-31,4.1851355224767526e-30,0.05314542359258934,0.30200000000000005,0.3882857142857144
Chloroflexi,Planctomycetes,0.7740056531178495,9.808205789523726e-51,1.0020275103891806e-49,0.7740056531178495,9.808205789523726e-51,1.0020275103891806e-49,0.4008557494277082,0,0
Chloroflexi,SAR406,0.7714334719113332,3.311761210158876e-50,3.294330888000145e-49,0.7714334719113332,3.311761210158876e-50,3.294330888000145e-49,0.3940292148548902,0,0
Chloroflexi,PAUC34f,0.8498640865225019,2.1969162870175448e-70,2.7681145216421065e-69,0.8498640865225019,2.1969162870175448e-70,2.7681145216421065e-69,0.45023670251752945,0,0
Chloroflexi,Chloroflexi,1,-0,-0,1,-0,-0,1,1,1
Gemmatimonadetes,SBR1093,0.04637307413927406,0.46723472666539545,0.485205293075603,0.04637307413927406,0.46723472666539545,0.485205293075603,-0.24032770793479952,0,0
Cyanobacteria,Gemmatimonadetes,-0.26695377913255186,2.0413181357441362e-5,2.8368318209973657e-5,-0.26695377913255186,2.0413181357441362e-5,2.8368318209973657e-5,-0.29007648126666075,0,0
Firmicutes,Gemmatimonadetes,0.18771050970292022,0.003001763547604832,0.0036135879649510393,0.18771050970292022,0.003001763547604832,0.0036135879649510393,-0.27385167845308317,0,0
Euryarchaeota,Gemmatimonadetes,0.517610670708434,2.1281822962419325e-18,6.284788343589457e-18,0.517610670708434,2.1281822962419325e-18,6.284788343589457e-18,0.07925768064416719,0.3879999999999999,0.4777328990228012
Actinobacteria,Gemmatimonadetes,0.35496418234767557,8.920250032155235e-9,1.505292192926196e-8,0.35496418234767557,8.920250032155235e-9,1.505292192926196e-8,-0.1354317579051997,0,0
