VarA,VarB,rho.spear,p.spear,fdr.spear,rho.clr,p.clr,fdr.clr,sparcc,p.sparcc,fdr.sparcc
Acidobacteria,Actinobacteria,0.16853367831463298,0.007820698070400102,0.009209420157667408,0.16853367831463298,0.007820698070400102,0.009209420157667408,-0.53058716926791,0,0
Acidobacteria,Bacteroidetes,-0.021701051194573173,0.7338098236806372,0.7465838732109752,-0.021701051194573173,0.7338098236806372,0.7465838732109752,-0.3439967880628537,0,0
Acidobacteria,Proteobacteria,0.2101863365372234,8.666577891222135e-4,0.0010740873583219564,0.2101863365372234,8.666577891222135e-4,0.0010740873583219564,-0.27467310675207945,0,0
Acidobacteria,Verrucomicrobia,0.3457877604581941,2.2525549057006513e-8,3.685998936601066e-8,0.3457877604581941,2.2525549057006513e-8,3.685998936601066e-8,-0.35072423071016823,0,0
Acidobacteria,Unassigned.1,0.5452392971034555,1.3157545206598468e-20,4.324827902690627e-20,0.5452392971034555,1.3157545206598468e-20,4.324827902690627e-20,-0.1640408859233427,0,0
Acidobacteria,Chlamydiae,0.2976289691439631,1.8243273658224712e-6,2.693733376097243e-6,0.2976289691439631,1.8243273658224712e-6,2.693733376097243e-6,-0.17583191614505012,0,0
Acidobacteria,ZB3,0.1764119759959497,0.005336508149546079,0.006323511224227015,0.1764119759959497,0.005336508149546079,0.006323511224227015,-0.3620558706927419,0,0
Acidobacteria,TM7,0.4782738220501451,1.399365577286788e-15,3.550068377277892e-15,0.4782738220501451,1.399365577286788e-15,3.550068377277892e-15,0.12583687532856563,0,0
Acidobacteria,WPS-2,0.22843249133774096,2.8644416029657366e-4,3.657969344327866e-4,0.22843249133774096,2.8644416029657366e-4,3.657969344327866e-4,-0.14332285347810875,0,0
Acidobacteria,Lentisphaerae,0.4679851825085145,6.685698057716627e-15,1.6410349778031722e-14,0.4679851825085145,6.685698057716627e-15,1.6410349778031722e-14,0.13802707442799633,0,0
Acidobacteria,Parvarchaeota,0.5242190169813219,6.575230605923918e-19,2.004384813741323e-18,0.5242190169813219,6.575230605923918e-19,2.004384813741323e-18,0.18445317169212816,0,0
Acidobacteria,GN02,0.5070791242636107,1.313306319497982e-17,3.6772576945943496e-17,0.5070791242636107,1.313306319497982e-17,3.6772576945943496e-17,0.09525083249283953,0.020000000000000018,0.03123966942148763
Acidobacteria,Crenarchaeota,0.7512058269903704,2.8038217695010625e-46,2.4087377928895492e-45,0.7512058269903704,2.8038217695010625e-46,2.4087377928895492e-45,0.6062667748625677,0,0
Acidobacteria,Acidobacteria,1,-0,-0,1,-0,-0,1,1,1
AncK6,SBR1093,-0.3533494512805586,1.0522118892528716e-8,1.7521413838660153e-8,-0.3533494512805586,1.0522118892528716e-8,1.7521413838660153e-8,-0.3607808141461535,0,0
AncK6,Cyanobacteria,-0.5651790040699307,2.4760319329490316e-22,8.747103464062935e-22,-0.5651790040699307,2.4760319329490316e-22,8.747103464062935e-22,-0.2577717734943836,0,0
AncK6,Firmicutes,-0.07990761562842807,0.20982921326058734,0.2253279619673353,-0.07990761562842807,0.20982921326058734,0.2253279619673353,-0.2775872378489683,0,0
AncK6,Euryarchaeota,0.14061867974214778,0.02680874993999088,0.030249873066616577,0.14061867974214778,0.02680874993999088,0.030249873066616577,-0.368446753385271,0,0
Actinobacteria,AncK6,0.017850810176292326,0.7796946929103877,0.7901463643971222,0.017850810176292326,0.7796946929103877,0.7901463643971222,-0.4657835798067586,0,0
AncK6,Bacteroidetes,-0.270012095202266,1.6250727617901547e-5,2.2920802386443225e-5,-0.270012095202266,1.6250727617901547e-5,2.2920802386443225e-5,-0.24021477295886767,0,0
AncK6,Proteobacteria,-0.03785372974687563,0.5529655454758037,0.5710955633602562,-0.03785372974687563,0.5529655454758037,0.5710955633602562,-0.24163605805560898,0,0
AncK6,Verrucomicrobia,0.22038691045685257,4.7192106519905404e-4,5.926450586220679e-4,0.22038691045685257,4.7192106519905404e-4,5.926450586220679e-4,-0.3083859684385764,0,0
AncK6,Unassigned.1,0.2848010798401198,5.185964679346748e-6,7.481723100874315e-6,0.2848010798401198,5.185964679346748e-6,7.481723100874315e-6,-0.21744016593471496,0,0
AncK6,Chlamydiae,0.23425196007373678,1.974236941596543e-4,2.546967794960728e-4,0.23425196007373678,1.974236941596543e-4,2.546967794960728e-4,-0.0868301254520033,0.06,0.0872307692307693
AncK6,ZB3,0.09224527866378845,0.147496535694709,0.1611378337936416,0.09224527866378845,0.147496535694709,0.1611378337936416,-0.30025704019157917,0,0
AncK6,TM7,0.3870242014829565,2.7588517435758577e-10,5.240431955134042e-10,0.3870242014829565,2.7588517435758577e-10,5.240431955134042e-10,0.06400512488028912,0.10000000000000009,0.1426415094339624
AncK6,WPS-2,0.1333845625496201,0.035788726470439514,0.04002407871546194,0.1333845625496201,0.035788726470439514,0.04002407871546194,-0.023476804931203597,0.4,0.4861736334405145
AncK6,Lentisphaerae,0.3363717985717847,5.6524450187137386e-8,9.130872722537578e-8,0.3363717985717847,5.6524450187137386e-8,9.130872722537578e-8,0.11768373695759438,0,0
AncK6,Parvarchaeota,0.6246130325097029,3.09675172566397e-28,1.4451508053098528e-27,0.6246130325097029,3.09675172566397e-28,1.4451508053098528e-27,0.27487809683511544,0,0
AncK6,GN02,0.49191973217227275,1.618754476606627e-16,4.3706370868378935e-16,0.49191973217227275,1.618754476606627e-16,4.3706370868378935e-16,0.1676757973746848,0,0
AncK6,Crenarchaeota,0.700633842308442,6.263330055612981e-38,4.384331038929087e-37,0.700633842308442,6.263330055612981e-38,4.384331038929087e-37,0.3113277883633929,0,0
Acidobacteria,AncK6,0.7580559934427498,1.4487530525836874e-47,1.3038777473253186e-46,0.7580559934427498,1.4487530525836874e-47,1.3038777473253186e-46,0.5043240702951313,0,0
AncK6,AncK6,1,-0,-0,1,-0,-0,1,1,1
OD1,SBR1093,-0.05593169958587211,0.38045939532578277,0.4017141101484522,-0.05593169958587211,0.38045939532578277,0.4017141101484522,-0.16927011000063918,0,0
Cyanobacteria,OD1,-0.32427556736306623,1.7632415330882105e-7,2.731579096341572e-7,-0.32427556736306623,1.7632415330882105e-7,2.731579096341572e-7,-0.19259926338429645,0,0
Firmicutes,OD1,0.025367542244293443,0.6909735687592898,0.7059135378135447,0.025367542244293443,0.6909735687592898,0.7059135378135447,-0.3302687257949882,0,0
Euryarchaeota,OD1,0.2389420591583974,1.452645558879628e-4,1.9132404921829246e-4,0.2389420591583974,1.452645558879628e-4,1.9132404921829246e-4,-0.3731279998476579,0,0
Actinobacteria,OD1,0.23633528855921143,1.72402355050981e-4,2.239453271796248e-4,0.23633528855921143,1.72402355050981e-4,2.239453271796248e-4,-0.34990301195072787,0,0
Bacteroidetes,OD1,-0.133723724475502,0.03531689570241724,0.039613610016361184,-0.133723724475502,0.03531689570241724,0.039613610016361184,-0.2599359326834613,0,0
OD1,Proteobacteria,0.10416128583570554,0.10173477996948141,0.11146593283612745,0.10416128583570554,0.10173477996948141,0.11146593283612745,-0.23602226543621968,0,0
OD1,Verrucomicrobia,0.27041143522221167,1.5770742874669128e-5,2.2327119125936066e-5,0.27041143522221167,1.5770742874669128e-5,2.2327119125936066e-5,-0.3918501998278594,0,0
OD1,Unassigned.1,0.4028249346951197,4.3075598388459144e-11,8.393080510741008e-11,0.4028249346951197,4.3075598388459144e-11,8.393080510741008e-11,-0.2037533890900822,0,0
Chlamydiae,OD1,0.3701117835991501,1.8100187279832605e-9,3.2425927923112443e-9,0.3701117835991501,1.8100187279832605e-9,3.2425927923112443e-9,-8.271533742527574e-4,0.7,0.8018181818181818
OD1,ZB3,0.26777027135650716,1.9212664380454662e-5,2.6897730132636524e-5,0.26777027135650716,1.9212664380454662e-5,2.6897730132636524e-5,-0.18912769836027332,0,0
OD1,TM7,0.5173080692122652,2.2444081072655816e-18,6.576637709661936e-18,0.5173080692122652,2.2444081072655816e-18,6.576637709661936e-18,0.09971574258129264,0.08000000000000007,0.11541984732824438
OD1,WPS-2,0.23956005752942708,1.3944542625268804e-4,1.8430199693537092e-4,0.23956005752942708,1.3944542625268804e-4,1.8430199693537092e-4,-0.05488911350869476,0.14,0.196
Lentisphaerae,OD1,0.247733151680825,8.038890523059804e-5,1.0699650062382416e-4,0.247733151680825,8.038890523059804e-5,1.0699650062382416e-4,-0.016916717903788098,0.44,0.533076923076923
OD1,Parvarchaeota,0.5914614404677413,8.580186363148319e-25,3.52533744051094e-24,0.5914614404677413,8.580186363148319e-25,3.52533744051094e-24,0.34335479414593983,0,0
GN02,OD1,0.6251446166380373,2.705959623055017e-28,1.2785659218934956e-27,0.6251446166380373,2.705959623055017e-28,1.2785659218934956e-27,0.2537388792308265,0,0
Crenarchaeota,OD1,0.5757709884505159,2.6841997737322344e-23,1.0045816974958264e-22,0.5757709884505159,2.6841997737322344e-23,1.0045816974958264e-22,0.21953190010888163,0,0
Acidobacteria,OD1,0.65114069333356706,2.6511795040445566e-31,1.4957400784012573e-30,0.65114069333356706,2.6511795040445566e-31,1.4957400784012573e-30,0.3599926047767081,0,0
AncK6,OD1,0.6301040037204038,7.590611537795109e-29,3.8256682150487347e-28,0.6301040037204038,7.590611537795109e-29,3.8256682150487347e-28,0.30701669401440246,0,0
OD1,OD1,1,-0,-0,1,-0,-0,1,1,1
Planctomycetes,SBR1093,0.030956893802996134,0.6275607025722872,0.6463704239027919,0.030956893802996134,0.6275607025722872,0.6463704239027919,-0.1757682239786027,0,0
Cyanobacteria,Planctomycetes,-0.23741544926232847,1.6062792205473673e-4,2.1009465237609165e-4,-0.23741544926232847,1.6062792205473673e-4,2.1009465237609165e-4,-0.23288403928902576,0,0
Firmicutes,Planctomycetes,0.20235402920329737,0.0013563448034924976,0.0016592179149519872,0.20235402920329737,0.0013563448034924976,0.0016592179149519872,-0.34192419510950506,0,0
Euryarchaeota,Planctomycetes,0.4129025507789466,1.2508287475306398e-11,2.5557473868463884e-11,0.4129025507789466,1.2508287475306398e-11,2.5557473868463884e-11,-0.08951809775548421,0.22,0.28875
Actinobacteria,Planctomycetes,0.41953103751845106,5.420757138157058e-12,1.1320697227753415e-11,0.41953103751845106,5.420757138157058e-12,1.1320697227753415e-11,-0.00984389532031378,0.64,0.7375609756097561
Bacteroidetes,Planctomycetes,0.0557257492635439,0.3822186472177831,0.402447489271092,0.0557257492635439,0.3822186472177831,0.402447489271092,-0.3007014382453995,0,0
Planctomycetes,Proteobacteria,0.31197496672755176,5.334813597947543e-7,8.034101753084347e-7,0.31197496672755176,5.334813597947543e-7,8.034101753084347e-7,-0.15392373271810822,0.06,0.0872307692307693
Planctomycetes,Verrucomicrobia,0.5638638488933496,3.2446197630454804e-22,1.1356169170659182e-21,0.5638638488933496,3.2446197630454804e-22,1.1356169170659182e-21,0.010518768099100826,0.98,1
Planctomycetes,Unassigned.1,0.6020742001500755,7.498506770032923e-26,3.184759055137579e-25,0.6020742001500755,7.498506770032923e-26,3.184759055137579e-25,-0.1591221825778658,0.04,0.060480000000000055
Chlamydiae,Planctomycetes,0.44902182270073954,1.0443142520764652e-13,2.436733254845086e-13,0.44902182270073954,1.0443142520764652e-13,2.436733254845086e-13,-0.2555146686416161,0,0
Planctomycetes,ZB3,0.3697807379818125,1.8759015602802372e-9,3.3447678763487246e-9,0.3697807379818125,1.8759015602802372e-9,3.3447678763487246e-9,-0.21087440515246617,0,0
Planctomycetes,TM7,0.5677404378544878,1.4574127264167792e-22,5.197188779108892e-22,0.5677404378544878,1.4574127264167792e-22,5.197188779108892e-22,-0.1153535802493973,0.02,0.03123966942148763
Planctomycetes,WPS-2,0.3356308204402269,6.069020873892428e-8,9.729149207041031e-8,0.3356308204402269,6.069020873892428e-8,9.729149207041031e-8,-0.33537161038057806,0,0
Lentisphaerae,Planctomycetes,0.3988774076045086,6.9140656387668e-11,1.3266582799258124e-10,0.3988774076045086,6.9140656387668e-11,1.3266582799258124e-10,-0.24039547705769568,0.04,0.060480000000000055
Parvarchaeota,Planctomycetes,0.5343424377507295,1.0341311553374528e-19,3.284887199307203e-19,0.5343424377507295,1.0341311553374528e-19,3.284887199307203e-19,0.07974963554334173,0.19999999999999996,0.26903914590747335
GN02,Planctomycetes,0.6033788588236039,5.522189977045596e-26,2.372031603776404e-25,0.6033788588236039,5.522189977045596e-26,2.372031603776404e-25,-5.952136661681584e-4,0.84,0.9311436950146627
Crenarchaeota,Planctomycetes,0.6733224864799613,4.099063961822976e-34,2.4991067380146532e-33,0.6733224864799613,4.099063961822976e-34,2.4991067380146532e-33,0.42871182455433277,0,0
Acidobacteria,Planctomycetes,0.7354481054175764,1.796691470465566e-43,1.4148945329916334e-42,0.7354481054175764,1.796691470465566e-43,1.4148945329916334e-42,0.36512533922071655,0,0
AncK6,Planctomycetes,0.6721668220858087,5.8230790571110595e-34,3.4938474342666355e-33,0.6721668220858087,5.8230790571110595e-34,3.4938474342666355e-33,0.1146377516793837,0.020000000000000018,0.03123966942148763
OD1,Planctomycetes,0.6986200552177017,1.2384415445788424e-37,8.5114709791055e-37,0.6986200552177017,1.2384415445788424e-37,8.5114709791055e-37,0.17379154370504354,0,0
Planctomycetes,Planctomycetes,1,-0,-0,1,-0,-0,1,1,1
SAR406,SBR1093,0.23483372065560992,1.9011513241853445e-4,2.4610794539111654e-4,0.23483372065560992,1.9011513241853445e-4,2.4610794539111654e-4,0.211296438301229,0,0
Cyanobacteria,SAR406,-0.004617817482329102,0.9423198291772581,0.9473321686941584,-0.004617817482329102,0.9423198291772581,0.9473321686941584,0.1867549454104774,0.020000000000000018,0.03123966942148763
Firmicutes,SAR406,0.42223887374086533,3.831859158867526e-12,8.046904233621805e-12,0.42223887374086533,3.831859158867526e-12,8.046904233621805e-12,-0.032732211913896206,0.98,1
Euryarchaeota,SAR406,0.6742217555322633,3.1157611604990285e-34,1.9307503584731685e-33,0.6742217555322633,3.1157611604990285e-34,1.9307503584731685e-33,0.4003263941455002,0,0
Actinobacteria,SAR406,0.7057795087982476,1.0688079513016956e-38,7.769411646000787e-38,0.7057795087982476,1.0688079513016956e-38,7.769411646000787e-38,0.6124483794345945,0,0
Bacteroidetes,SAR406,0.2608243614667336,3.1974361914056635e-5,4.395021383095785e-5,0.2608243614667336,3.1974361914056635e-5,4.395021383095785e-5,-0.016029868301267187,0.74,0.84
Proteobacteria,SAR406,0.5299976594312641,2.3048898529912013e-19,7.260403036922284e-19,0.5299976594312641,2.3048898529912013e-19,7.260403036922284e-19,0.1723136599863742,0.3400000000000001,0.4284000000000001
SAR406,Verrucomicrobia,0.6538711407674216,1.2307812801667818e-31,7.049020059137023e-31,0.6538711407674216,1.2307812801667818e-31,7.049020059137023e-31,0.3176219373392405,0.040000000000000036,0.060480000000000055
SAR406,Unassigned.1,0.7458283751943512,2.6842666389798654e-45,2.254783976743087e-44,0.7458283751943512,2.6842666389798654e-45,2.254783976743087e-44,0.050434959668784,0.78,0.8748961424332345
Chlamydiae,SAR406,0.519328924472823,1.5719671430873447e-18,4.715901429262034e-18,0.519328924472823,1.5719671430873447e-18,4.715901429262034e-18,-0.27337633101190373,0,0
SAR406,ZB3,0.5582095779798354,1.0233714058841202e-21,3.484994517335112e-21,0.5582095779798354,1.0233714058841202e-21,3.484994517335112e-21,0.06942820370824315,0.17999999999999994,0.24387096774193545
SAR406,TM7,0.5133434435399473,4.4827885649294586e-18,1.2837076345025268e-17,0.5133434435399473,4.4827885649294586e-18,1.2837076345025268e-17,-0.25148879669529145,0,0
SAR406,WPS-2,0.34979000461551857,1.5093768342640105e-8,2.4914604513178863e-8,0.34979000461551857,1.5093768342640105e-8,2.4914604513178863e-8,-0.4407158902765641,0,0
Lentisphaerae,SAR406,0.3605692487160809,4.991867066556532e-9,8.655622711735639e-9,0.3605692487160809,4.991867066556532e-9,8.655622711735639e-9,-0.5561203029953786,0,0
Parvarchaeota,SAR406,0.4342518590962257,7.918192906123266e-13,1.740160999136392e-12,0.4342518590962257,7.918192906123266e-13,1.740160999136392e-12,-0.17265549416465242,0.04,0.060480000000000055
GN02,SAR406,0.6451792842958408,1.3780310338956401e-30,7.441367583036457e-30,0.6451792842958408,1.3780310338956401e-30,7.441367583036457e-30,-0.1543543095935026,0.02,0.03123966942148763
Crenarchaeota,SAR406,0.5709800976270668,7.405952162181715e-23,2.6661427783854175e-22,0.5709800976270668,7.405952162181715e-23,2.6661427783854175e-22,0.1913293378899512,0,0
Acidobacteria,SAR406,0.6194513376492786,1.1323006515334605e-27,5.15674272626082e-27,0.6194513376492786,1.1323006515334605e-27,5.15674272626082e-27,-0.08190061389322659,0.06,0.0872307692307693
AncK6,SAR406,0.5381593173551222,5.0655511674181726e-20,1.6365626848581788e-19,0.5381593173551222,5.0655511674181726e-20,1.6365626848581788e-19,-0.24335087960971769,0,0
OD1,SAR406,0.6321879778805767,4.418882438152374e-29,2.2572129211102666e-28,0.6321879778805767,4.418882438152374e-29,2.2572129211102666e-28,-0.14301568468495893,0.02,0.03123966942148763
Planctomycetes,SAR406,0.8008409412677976,1.0631333250262435e-56,1.2177708995755153e-55,0.8008409412677976,1.0631333250262435e-56,1.2177708995755153e-55,0.42862626190985653,0,0
SAR406,SAR406,0.9999999999999998,0,0,0.9999999999999998,0,0,1,1,1
PAUC34f,SBR1093,0.18608477060361728,0.003267374787265103,0.003920849744718124,0.18608477060361728,0.003267374787265103,0.003920849744718124,-0.022191033952344046,0.4,0.4861736334405145
Cyanobacteria,PAUC34f,-0.11443400376666805,0.07203164217331487,0.0800822374750383,-0.11443400376666805,0.07203164217331487,0.0800822374750383,-0.118145886840353,0.02,0.03123966942148763
Firmicutes,PAUC34f,0.30882978950078227,7.024715600383077e-7,1.0537073400574616e-6,0.30882978950078227,7.024715600383077e-7,1.0537073400574616e-6,-0.22594125181199443,0,0
Euryarchaeota,PAUC34f,0.5580486309429566,1.0570477839772865e-21,3.5675362709233416e-21,0.5580486309429566,1.0570477839772865e-21,3.5675362709233416e-21,0.09639525872655208,0.21999999999999997,0.28875
Actinobacteria,PAUC34f,0.46737312760431937,7.325519847328116e-15,1.786481614380663e-14,0.46737312760431937,7.325519847328116e-15,1.786481614380663e-14,-0.09038217211008265,0.16,0.22153846153846155
Bacteroidetes,PAUC34f,0.02947351759858378,0.6441495329037378,0.6598604971209021,0.02947351759858378,0.6441495329037378,0.6598604971209021,-0.3233453556440566,0,0
PAUC34f,Proteobacteria,0.3199619201776463,2.6144240218462366e-7,4.001021377562257e-7,0.3199619201776463,2.6144240218462366e-7,4.001021377562257e-7,-0.26740899967231047,0,0
PAUC34f,Verrucomicrobia,0.5293097428099051,2.6139885691316644e-19,8.166013877122058e-19,0.5293097428099051,2.6139885691316644e-19,8.166013877122058e-19,-0.1903642618292945,0,0
PAUC34f,Unassigned.1,0.6077939838831649,1.94055880350863e-26,8.431393422140945e-26,0.6077939838831649,1.94055880350863e-26,8.431393422140945e-26,-0.2549249428844453,0,0
Chlamydiae,PAUC34f,0.5076773448745812,1.1863144112439728e-17,3.34646901082255e-17,0.5076773448745812,1.1863144112439728e-17,3.34646901082255e-17,-0.14709769654251695,0,0
PAUC34f,ZB3,0.4906811942556131,1.9766746902704867e-16,5.29917044625705e-16,0.4906811942556131,1.9766746902704867e-16,5.29917044625705e-16,-0.03866548495353701,0.58,0.6829906542056073
PAUC34f,TM7,0.5722728488956437,5.640988237469619e-23,2.0502822632341498e-22,0.5722728488956437,5.640988237469619e-23,2.0502822632341498e-22,0.0330304532837785,0.32000000000000006,0.40454849498327766
PAUC34f,WPS-2,0.3656842450241682,2.9100362200672776e-9,5.116249726443865e-9,0.3656842450241682,2.9100362200672776e-9,5.116249726443865e-9,-0.197867046340075,0,0
Lentisphaerae,PAUC34f,0.26303888640856904,2.7223271082367474e-5,3.7556191493193085e-5,0.26303888640856904,2.7223271082367474e-5,3.7556191493193085e-5,-0.31919564694342695,0,0
Parvarchaeota,PAUC34f,0.35952229823935705,5.568347446146726e-9,9.580052941864475e-9,0.35952229823935705,5.568347446146726e-9,9.580052941864475e-9,-0.0641326933075108,0.02,0.03123966942148763
GN02,PAUC34f,0.5814298280439466,7.921518434643798e-24,3.1190978836409953e-23,0.5814298280439466,7.921518434643798e-24,3.1190978836409953e-23,-0.03802038856118796,0.38,0.46788273615635184
Crenarchaeota,PAUC34f,0.6279155326294212,1.3338556836609636e-28,6.464069851587746e-28,0.6279155326294212,1.3338556836609636e-28,6.464069851587746e-28,0.362790636737649,0,0
Acidobacteria,PAUC34f,0.6365506236878858,1.404717361207624e-29,7.374766146340025e-29,0.6365506236878858,1.404717361207624e-29,7.374766146340025e-29,0.23206620662564204,0,0
AncK6,PAUC34f,0.6211732348232543,7.367057215539474e-28,3.396033692041367e-27,0.6211732348232543,7.367057215539474e-28,3.396033692041367e-27,0.08054859184575575,0.020000000000000018,0.03123966942148763
OD1,PAUC34f,0.6297691160818002,8.27691305912973e-29,4.116675179409261e-28,0.6297691160818002,8.27691305912973e-29,4.116675179409261e-28,0.08172201397175882,0,0
PAUC34f,Planctomycetes,0.7604755325383236,4.9682456650226855e-48,4.580480149703841e-47,0.7604755325383236,4.9682456650226855e-48,4.580480149703841e-47,0.2560691618209553,0,0
PAUC34f,SAR406,0.7789755957592089,8.921476902073941e-52,9.635195054239857e-51,0.7789755957592089,8.921476902073941e-52,9.635195054239857e-51,0.18970938680521288,0,0
PAUC34f,PAUC34f,1,-0,-0,1,-0,-0,1,1,1
Chloroflexi,SBR1093,0.22234061970647936,4.187168904350208e-4,5.293477745298926e-4,0.22234061970647936,4.187168904350208e-4,5.293477745298926e-4,0.07692064739273162,0.21999999999999997,0.28875
Chloroflexi,Cyanobacteria,-0.1974374049131574,0.0017819756420870865,0.0021658739315399316,-0.1974374049131574,0.0017819756420870865,0.0021658739315399316,-0.17378427615724476,0,0
Chloroflexi,Firmicutes,0.2501368597061515,6.8120919088972e-5,9.131101920436671e-5,0.2501368597061515,6.8120919088972e-5,9.131101920436671e-5,-0.26437824956126954,0,0
Chloroflexi,Euryarchaeota,0.5487135357639829,6.71102789886352e-21,2.2449279166109826e-20,0.5487135357639829,6.71102789886352e-21,2.2449279166109826e-20,0.10168343605831498,0.21999999999999997,0.28875
Actinobacteria,Chloroflexi,0.4353379841892513,6.844944951814582e-13,1.5130930946116445e-12,0.4353379841892513,6.844944951814582e-13,1.5130930946116445e-12,0.07022228670952624,0.5,0.5981012658227848
Bacteroidetes,Chloroflexi,-0.05139227824327238,0.42037531876282275,0.4413940847009639,-0.05139227824327238,0.42037531876282275,0.4413940847009639,-0.39466677205769773,0,0
Chloroflexi,Proteobacteria,0.2535887492383728,5.3548851619388815e-5,7.255005703272033e-5,0.2535887492383728,5.3548851619388815e-5,7.255005703272033e-5,-0.23969039000703016,0,0
Chloroflexi,Verrucomicrobia,0.4557544056105178,4.013018551912541e-14,9.480756328893378e-14,0.4557544056105178,4.013018551912541e-14,9.480756328893378e-14,-0.11103714592255695,0.1,0.1426415094339624
Chloroflexi,Unassigned.1,0.5727573502344342,5.092275237786259e-23,1.868815572702142e-22,0.5727573502344342,5.092275237786259e-23,1.868815572702142e-22,-0.2191154496710357,0.02,0.03123966942148763
Chlamydiae,Chloroflexi,0.46047974915742557,2.0250851851444955e-14,4.844824050535565e-14,0.46047974915742557,2.0250851851444955e-14,4.844824050535565e-14,-0.2714150805767267,0,0
Chloroflexi,ZB3,0.4885581506871793,2.778633606034218e-16,7.344919601964577e-16,0.4885581506871793,2.778633606034218e-16,7.344919601964577e-16,0.018433918714201296,0.9199999999999999,1
Chloroflexi,TM7,0.5614172224581987,5.348058392542186e-22,1.8546477728265564e-21,0.5614172224581987,5.348058392542186e-22,1.8546477728265564e-21,-0.02242151215521449,0.62,0.7255727554179566
Chloroflexi,WPS-2,0.2519030493578304,6.0253447821892206e-5,8.134215455955448e-5,0.2519030493578304,6.0253447821892206e-5,8.134215455955448e-5,-0.36914522701663605,0,0
Chloroflexi,Lentisphaerae,0.2603077537513843,3.319020378404602e-5,4.5456148660758684e-5,0.2603077537513843,3.319020378404602e-5,4.5456148660758684e-5,-0.3926836626874929,0,0
Chloroflexi,Parvarchaeota,0.3534241117211864,1.0442287842610948e-8,1.7465419488968753e-8,0.3534241117211864,1.0442287842610948e-8,1.7465419488968753e-8,-0.18501909336778033,0,0
Chloroflexi,GN02,0.5360443733839246,7.531048110675482e-20,2.41248829308079e-19,0.5360443733839246,7.531048110675482e-20,2.41248829308079e-19,-0.1408908289964959,0,0
Chloroflexi,Crenarchaeota,0.7627720984503337,1.7778888966162175e-48,1.6801050073023255e-47,0.7627720984503337,1.7778888966162175e-48,1.6801050073023255e-47,0.5865592136888288,0,0
Acidobacteria,Chloroflexi,0.675699962939089,1.98078760293726e-34,1.2478961898504738e-33,0.675699962939089,1.98078760293726e-34,1.2478961898504738e-33,0.24720197565199506,0,0
AncK6,Chloroflexi,0.6252279171632117,2.649297128531562e-28,1.267638372892317e-27,0.6252279171632117,2.649297128531562e-28,1.267638372892317e-27,0.004906562126130308,0.6399999999999999,0.7375609756097561
Chloroflexi,OD1,0.6473811736824692,7.5288152256195545e-31,4.1851355224767526e-30,0.6473811736824692,7.5288152256195545e-31,4.1851355224767526e-30,0.03967870297531728,0.28,0.3624657534246576
Chloroflexi,Planctomycetes,0.7740056531178495,9.808205789523726e-51,1.0020275103891806e-49,0.7740056531178495,9.808205789523726e-51,1.0020275103891806e-49,0.4026488487715317,0,0
Chloroflexi,SAR406,0.7714334719113332,3.311761210158876e-50,3.294330888000145e-49,0.7714334719113332,3.311761210158876e-50,3.294330888000145e-49,0.41468018627169134,0,0
Chloroflexi,PAUC34f,0.8498640865225019,2.1969162870175448e-70,2.7681145216421065e-69,0.8498640865225019,2.1969162870175448e-70,2.7681145216421065e-69,0.43380004750555606,0,0
Chloroflexi,Chloroflexi,1,-0,-0,1,-0,-0,1,1,1
Gemmatimonadetes,SBR1093,0.04637307413927406,0.46723472666539545,0.485205293075603,0.04637307413927406,0.46723472666539545,0.485205293075603,-0.22931098263181782,0,0
Cyanobacteria,Gemmatimonadetes,-0.26695377913255186,2.0413181357441362e-5,2.8368318209973657e-5,-0.26695377913255186,2.0413181357441362e-5,2.8368318209973657e-5,-0.2929617427734508,0,0
Firmicutes,Gemmatimonadetes,0.18771050970292022,0.003001763547604832,0.0036135879649510393,0.18771050970292022,0.003001763547604832,0.0036135879649510393,-0.28339907602400793,0,0
Euryarchaeota,Gemmatimonadetes,0.517610670708434,2.1281822962419325e-18,6.284788343589457e-18,0.517610670708434,2.1281822962419325e-18,6.284788343589457e-18,0.06455082473979369,0.32000000000000006,0.40454849498327766
Actinobacteria,Gemmatimonadetes,0.35496418234767557,8.920250032155235e-9,1.505292192926196e-8,0.35496418234767557,8.920250032155235e-9,1.505292192926196e-8,-0.1467541542374112,0,0
Bacteroidetes,Gemmatimonadetes,-0.08563778817519475,0.17885698095696512,0.19316553943352233,-0.08563778817519475,0.17885698095696512,0.19316553943352233,-0.34057651886876583,0,0
Gemmatimonadetes,Proteobacteria,0.18245682869979685,0.0039383641050988755,0.004711081113061313,0.18245682869979685,0.0039383641050988755,0.004711081113061313,-0.2760508813047744,0,0
Gemmatimonadetes,Verrucomicrobia,0.4419216968944079,2.799456665474567e-13,6.298777497317775e-13,0.4419216968944079,2.799456665474567e-13,6.298777497317775e-13,-0.12606533712496604,0,0
Gemmatimonadetes,Unassigned.1,0.5182156651049975,1.913241227052076e-18,5.6945290065014554e-18,0.5182156651049975,1.913241227052076e-18,5.6945290065014554e-18,-0.19177907357509993,0,0
Chlamydiae,Gemmatimonadetes,0.3658239317017121,2.8670818338594246e-9,5.064284734574124e-9,0.3658239317017121,2.8670818338594246e-9,5.064284734574124e-9,-0.19351111007578936,0,0
